sample,count
subject_002705_atlas_in_t1,3
subject_002705_t1_in_atlas,3
subject_002706_atlas_in_t1,3
subject_002706_t1_in_atlas,3
subject_002707_atlas_in_t1,2
subject_002707_t1_in_atlas,3
subject_002708_atlas_in_t1,3
subject_002708_t1_in_atlas,2
subject_002709_atlas_in_t1,3
subject_002709_t1_in_atlas,3
subject_002710_atlas_in_t1,3
subject_002710_t1_in_atlas,2
subject_002711_atlas_in_t1,3
subject_002711_t1_in_atlas,3
subject_002712_atlas_in_t1,3
subject_002712_t1_in_atlas,3
subject_002713_atlas_in_t1,3
subject_002713_t1_in_atlas,3
subject_002714_atlas_in_t1,3
subject_002714_t1_in_atlas,3
subject_002715_atlas_in_t1,3
subject_002715_t1_in_atlas,3
subject_002716_atlas_in_t1,2
subject_002716_t1_in_atlas,2
subject_002717_atlas_in_t1,3
subject_002717_t1_in_atlas,3
subject_002718_atlas_in_t1,3
subject_002718_t1_in_atlas,3
subject_002719_atlas_in_t1,2
subject_002719_t1_in_atlas,3
subject_002720_atlas_in_t1,3
subject_002720_t1_in_atlas,3
subject_002721_atlas_in_t1,2
subject_002721_t1_in_atlas,2
subject_002722_atlas_in_t1,3
subject_002722_t1_in_atlas,3
subject_002723_atlas_in_t1,2
subject_002723_t1_in_atlas,3
subject_002724_atlas_in_t1,3
subject_002724_t1_in_atlas,2
subject_002725_atlas_in_t1,3
subject_002725_t1_in_atlas,3
subject_002726_atlas_in_t1,3
subject_002726_t1_in_atlas,3
subject_002727_atlas_in_t1,2
subject_002727_t1_in_atlas,3
subject_002728_atlas_in_t1,3
subject_002728_t1_in_atlas,3
subject_002729_atlas_in_t1,3
subject_002729_t1_in_atlas,3
subject_002730_atlas_in_t1,2
subject_002730_t1_in_atlas,3
subject_002731_atlas_in_t1,3
subject_002731_t1_in_atlas,3
subject_002732_atlas_in_t1,2
subject_002732_t1_in_atlas,3
subject_002733_atlas_in_t1,2
subject_002733_t1_in_atlas,3
subject_002734_atlas_in_t1,3
subject_002734_t1_in_atlas,2
subject_002735_atlas_in_t1,3
subject_002735_t1_in_atlas,2
subject_002736_atlas_in_t1,3
subject_002736_t1_in_atlas,3
subject_002737_atlas_in_t1,3
subject_002737_t1_in_atlas,3
subject_002738_atlas_in_t1,2
subject_002738_t1_in_atlas,3
subject_002739_atlas_in_t1,3
subject_002739_t1_in_atlas,3
subject_002740_atlas_in_t1,2
subject_002740_t1_in_atlas,2
subject_002741_atlas_in_t1,2
subject_002741_t1_in_atlas,3
subject_002742_atlas_in_t1,3
subject_002742_t1_in_atlas,3
subject_002743_atlas_in_t1,2
subject_002743_t1_in_atlas,3
subject_002744_atlas_in_t1,3
subject_002744_t1_in_atlas,3
subject_002745_atlas_in_t1,3
subject_002745_t1_in_atlas,3
subject_002746_atlas_in_t1,3
subject_002746_t1_in_atlas,2
subject_002747_atlas_in_t1,2
subject_002747_t1_in_atlas,3
subject_002748_atlas_in_t1,2
subject_002748_t1_in_atlas,3
subject_002749_atlas_in_t1,3
subject_002749_t1_in_atlas,3
subject_002750_atlas_in_t1,3
subject_002750_t1_in_atlas,2
subject_002751_atlas_in_t1,3
subject_002751_t1_in_atlas,3
subject_002752_atlas_in_t1,3
subject_002752_t1_in_atlas,3
subject_002753_atlas_in_t1,3
subject_002753_t1_in_atlas,3
subject_002754_atlas_in_t1,3
subject_002754_t1_in_atlas,2
subject_002755_atlas_in_t1,3
subject_002755_t1_in_atlas,2
subject_002756_atlas_in_t1,3
subject_002756_t1_in_atlas,3
subject_002757_atlas_in_t1,3
subject_002757_t1_in_atlas,3
subject_002758_atlas_in_t1,3
subject_002758_t1_in_atlas,3
subject_002759_atlas_in_t1,3
subject_002759_t1_in_atlas,3
subject_002761_atlas_in_t1,3
subject_002761_t1_in_atlas,3
subject_002762_atlas_in_t1,3
subject_002762_t1_in_atlas,3
subject_002764_atlas_in_t1,3
subject_002764_t1_in_atlas,2
subject_002765_atlas_in_t1,2
subject_002765_t1_in_atlas,2
subject_002766_atlas_in_t1,3
subject_002766_t1_in_atlas,3
subject_002767_atlas_in_t1,3
subject_002767_t1_in_atlas,3
subject_002768_atlas_in_t1,3
subject_002768_t1_in_atlas,3
subject_002769_atlas_in_t1,3
subject_002769_t1_in_atlas,3
subject_002770_atlas_in_t1,3
subject_002770_t1_in_atlas,3
subject_002771_atlas_in_t1,3
subject_002771_t1_in_atlas,3
subject_002772_atlas_in_t1,3
subject_002772_t1_in_atlas,2
subject_002773_atlas_in_t1,3
subject_002773_t1_in_atlas,2
subject_002774_atlas_in_t1,3
subject_002774_t1_in_atlas,3
subject_002775_atlas_in_t1,3
subject_002775_t1_in_atlas,3
subject_002776_atlas_in_t1,3
subject_002776_t1_in_atlas,2
subject_002777_atlas_in_t1,3
subject_002777_t1_in_atlas,2
subject_002778_atlas_in_t1,3
subject_002778_t1_in_atlas,2
subject_002779_atlas_in_t1,3
subject_002779_t1_in_atlas,2
subject_002780_atlas_in_t1,2
subject_002780_t1_in_atlas,2
subject_002781_atlas_in_t1,3
subject_002781_t1_in_atlas,3
subject_002782_atlas_in_t1,3
subject_002782_t1_in_atlas,3
subject_002783_atlas_in_t1,3
subject_002783_t1_in_atlas,3
subject_002784_atlas_in_t1,2
subject_002784_t1_in_atlas,3
subject_002785_atlas_in_t1,3
subject_002785_t1_in_atlas,3
subject_002786_atlas_in_t1,3
subject_002786_t1_in_atlas,3
subject_002787_atlas_in_t1,2
subject_002787_t1_in_atlas,3
subject_002788_atlas_in_t1,3
subject_002788_t1_in_atlas,3
subject_002789_atlas_in_t1,3
subject_002789_t1_in_atlas,3
subject_002790_atlas_in_t1,3
subject_002790_t1_in_atlas,3
subject_002791_atlas_in_t1,3
subject_002791_t1_in_atlas,3
subject_002792_atlas_in_t1,3
subject_002792_t1_in_atlas,3
subject_002794_atlas_in_t1,2
subject_002794_t1_in_atlas,2
subject_002795_atlas_in_t1,3
subject_002795_t1_in_atlas,3
subject_002796_atlas_in_t1,3
subject_002796_t1_in_atlas,3
subject_002797_atlas_in_t1,3
subject_002797_t1_in_atlas,2
subject_002798_atlas_in_t1,3
subject_002798_t1_in_atlas,2
subject_002799_atlas_in_t1,3
subject_002799_t1_in_atlas,3
subject_002800_atlas_in_t1,2
subject_002800_t1_in_atlas,3
subject_002801_atlas_in_t1,3
subject_002801_t1_in_atlas,3
subject_002802_atlas_in_t1,3
subject_002802_t1_in_atlas,3
subject_002803_atlas_in_t1,3
subject_002803_t1_in_atlas,3
subject_002804_atlas_in_t1,2
subject_002804_t1_in_atlas,3
subject_002805_atlas_in_t1,3
subject_002805_t1_in_atlas,3
subject_002806_atlas_in_t1,3
subject_002806_t1_in_atlas,3
subject_002807_atlas_in_t1,2
subject_002807_t1_in_atlas,3
subject_002808_atlas_in_t1,3
subject_002808_t1_in_atlas,3
subject_002809_atlas_in_t1,3
subject_002809_t1_in_atlas,2
subject_002810_atlas_in_t1,3
subject_002810_t1_in_atlas,2
subject_002811_atlas_in_t1,2
subject_002811_t1_in_atlas,3
subject_002812_atlas_in_t1,3
subject_002812_t1_in_atlas,2
subject_002813_atlas_in_t1,3
subject_002813_t1_in_atlas,3
subject_002814_atlas_in_t1,3
subject_002814_t1_in_atlas,2
subject_002815_atlas_in_t1,2
subject_002815_t1_in_atlas,3
subject_002816_atlas_in_t1,2
subject_002816_t1_in_atlas,2
subject_002817_atlas_in_t1,3
subject_002817_t1_in_atlas,3
subject_002818_atlas_in_t1,3
subject_002818_t1_in_atlas,2
subject_002819_atlas_in_t1,3
subject_002819_t1_in_atlas,3
subject_002820_atlas_in_t1,2
subject_002820_t1_in_atlas,3
subject_002822_atlas_in_t1,2
subject_002822_t1_in_atlas,3
subject_002823_atlas_in_t1,3
subject_002823_t1_in_atlas,2
subject_002824_atlas_in_t1,3
subject_002824_t1_in_atlas,3
subject_002825_atlas_in_t1,3
subject_002825_t1_in_atlas,3
subject_002826_atlas_in_t1,3
subject_002826_t1_in_atlas,3
subject_002827_atlas_in_t1,3
subject_002827_t1_in_atlas,3
subject_002828_atlas_in_t1,3
subject_002828_t1_in_atlas,2
subject_002829_atlas_in_t1,3
subject_002829_t1_in_atlas,3
subject_002830_atlas_in_t1,3
subject_002830_t1_in_atlas,3
subject_002831_atlas_in_t1,3
subject_002831_t1_in_atlas,3
subject_002832_atlas_in_t1,2
subject_002832_t1_in_atlas,3
subject_002833_atlas_in_t1,3
subject_002833_t1_in_atlas,2
subject_002834_atlas_in_t1,3
subject_002834_t1_in_atlas,3
subject_002835_atlas_in_t1,3
subject_002835_t1_in_atlas,2
subject_002836_atlas_in_t1,3
subject_002836_t1_in_atlas,3
subject_002837_atlas_in_t1,3
subject_002837_t1_in_atlas,3
subject_002838_atlas_in_t1,3
subject_002838_t1_in_atlas,3
subject_002839_atlas_in_t1,3
subject_002839_t1_in_atlas,2
subject_002840_atlas_in_t1,3
subject_002840_t1_in_atlas,3
subject_002841_atlas_in_t1,3
subject_002841_t1_in_atlas,3
subject_002842_atlas_in_t1,3
subject_002842_t1_in_atlas,3
subject_002843_atlas_in_t1,2
subject_002843_t1_in_atlas,3
subject_002844_atlas_in_t1,3
subject_002844_t1_in_atlas,3
subject_002845_atlas_in_t1,3
subject_002845_t1_in_atlas,2
subject_002846_atlas_in_t1,3
subject_002846_t1_in_atlas,3
subject_002847_atlas_in_t1,3
subject_002847_t1_in_atlas,3
subject_002848_atlas_in_t1,3
subject_002848_t1_in_atlas,3
subject_002849_atlas_in_t1,3
subject_002849_t1_in_atlas,3
subject_002850_atlas_in_t1,2
subject_002850_t1_in_atlas,3
subject_002851_atlas_in_t1,3
subject_002851_t1_in_atlas,3
subject_002852_atlas_in_t1,3
subject_002852_t1_in_atlas,3
subject_002853_atlas_in_t1,3
subject_002853_t1_in_atlas,3
subject_002854_atlas_in_t1,3
subject_002854_t1_in_atlas,2
subject_002855_atlas_in_t1,3
subject_002855_t1_in_atlas,3
subject_002856_atlas_in_t1,3
subject_002856_t1_in_atlas,3
subject_002857_atlas_in_t1,3
subject_002857_t1_in_atlas,3
subject_002858_atlas_in_t1,3
subject_002858_t1_in_atlas,3
subject_002859_atlas_in_t1,2
subject_002859_t1_in_atlas,3
subject_002860_atlas_in_t1,3
subject_002860_t1_in_atlas,3
subject_002861_atlas_in_t1,2
subject_002861_t1_in_atlas,3
subject_002862_atlas_in_t1,3
subject_002862_t1_in_atlas,3
subject_002863_atlas_in_t1,3
subject_002863_t1_in_atlas,3
subject_002864_atlas_in_t1,3
subject_002864_t1_in_atlas,3
subject_002865_atlas_in_t1,3
subject_002865_t1_in_atlas,3
subject_002866_atlas_in_t1,3
subject_002866_t1_in_atlas,3
subject_002867_atlas_in_t1,3
subject_002867_t1_in_atlas,3
subject_002868_atlas_in_t1,3
subject_002868_t1_in_atlas,3
subject_002869_atlas_in_t1,3
subject_002869_t1_in_atlas,3
subject_002870_atlas_in_t1,2
subject_002870_t1_in_atlas,3
subject_002871_atlas_in_t1,3
subject_002871_t1_in_atlas,3
subject_002872_atlas_in_t1,3
subject_002872_t1_in_atlas,3
subject_002873_atlas_in_t1,3
subject_002873_t1_in_atlas,3
subject_002874_atlas_in_t1,3
subject_002874_t1_in_atlas,2
subject_002875_atlas_in_t1,3
subject_002875_t1_in_atlas,3
subject_002876_atlas_in_t1,3
subject_002876_t1_in_atlas,2
subject_002877_atlas_in_t1,3
subject_002877_t1_in_atlas,3
subject_002878_atlas_in_t1,2
subject_002878_t1_in_atlas,3
subject_002879_atlas_in_t1,3
subject_002879_t1_in_atlas,2
subject_002880_atlas_in_t1,3
subject_002880_t1_in_atlas,3
subject_002881_atlas_in_t1,2
subject_002881_t1_in_atlas,3
subject_002882_atlas_in_t1,3
subject_002882_t1_in_atlas,3
subject_002883_atlas_in_t1,2
subject_002883_t1_in_atlas,2
subject_002884_atlas_in_t1,2
subject_002884_t1_in_atlas,3
subject_002885_atlas_in_t1,2
subject_002885_t1_in_atlas,3
subject_002886_atlas_in_t1,2
subject_002886_t1_in_atlas,3
subject_002887_atlas_in_t1,2
subject_002887_t1_in_atlas,3
subject_002888_atlas_in_t1,3
subject_002888_t1_in_atlas,3
subject_002889_atlas_in_t1,2
subject_002889_t1_in_atlas,2
subject_002890_atlas_in_t1,3
subject_002890_t1_in_atlas,3
subject_002891_atlas_in_t1,3
subject_002891_t1_in_atlas,3
subject_002892_atlas_in_t1,3
subject_002892_t1_in_atlas,3
subject_002893_atlas_in_t1,3
subject_002893_t1_in_atlas,3
subject_002894_atlas_in_t1,3
subject_002894_t1_in_atlas,3
subject_002895_atlas_in_t1,3
subject_002895_t1_in_atlas,3
subject_002896_atlas_in_t1,2
subject_002896_t1_in_atlas,3
subject_002897_atlas_in_t1,3
subject_002897_t1_in_atlas,3
subject_002898_atlas_in_t1,3
subject_002898_t1_in_atlas,3
subject_002899_atlas_in_t1,3
subject_002899_t1_in_atlas,3
subject_002900_atlas_in_t1,2
subject_002900_t1_in_atlas,3
subject_002901_atlas_in_t1,2
subject_002901_t1_in_atlas,3
subject_002902_atlas_in_t1,2
subject_002902_t1_in_atlas,3
subject_002903_atlas_in_t1,3
subject_002903_t1_in_atlas,3
subject_002904_atlas_in_t1,2
subject_002904_t1_in_atlas,2
subject_002905_atlas_in_t1,3
subject_002905_t1_in_atlas,2
subject_002906_atlas_in_t1,3
subject_002906_t1_in_atlas,2
subject_002907_atlas_in_t1,3
subject_002907_t1_in_atlas,3
subject_002908_atlas_in_t1,2
subject_002908_t1_in_atlas,3
subject_002909_atlas_in_t1,3
subject_002909_t1_in_atlas,3
subject_002910_atlas_in_t1,3
subject_002910_t1_in_atlas,2
subject_002911_atlas_in_t1,3
subject_002911_t1_in_atlas,3
subject_002912_atlas_in_t1,3
subject_002912_t1_in_atlas,2
subject_002913_atlas_in_t1,3
subject_002913_t1_in_atlas,3
subject_002914_atlas_in_t1,3
subject_002914_t1_in_atlas,3
subject_002915_atlas_in_t1,3
subject_002915_t1_in_atlas,3
subject_002916_atlas_in_t1,3
subject_002916_t1_in_atlas,3
subject_002917_atlas_in_t1,3
subject_002917_t1_in_atlas,3
subject_002918_atlas_in_t1,2
subject_002918_t1_in_atlas,2
subject_002919_atlas_in_t1,3
subject_002919_t1_in_atlas,3
subject_002920_atlas_in_t1,3
subject_002920_t1_in_atlas,3
subject_002921_atlas_in_t1,3
subject_002921_t1_in_atlas,3
subject_002922_atlas_in_t1,3
subject_002922_t1_in_atlas,3
subject_002923_atlas_in_t1,3
subject_002923_t1_in_atlas,3
subject_002924_atlas_in_t1,2
subject_002924_t1_in_atlas,3
subject_002925_atlas_in_t1,2
subject_002925_t1_in_atlas,3
subject_002926_atlas_in_t1,3
subject_002926_t1_in_atlas,3
subject_002927_atlas_in_t1,3
subject_002927_t1_in_atlas,2
subject_002928_atlas_in_t1,3
subject_002928_t1_in_atlas,3
subject_002929_atlas_in_t1,2
subject_002929_t1_in_atlas,3
subject_002930_atlas_in_t1,2
subject_002930_t1_in_atlas,3
subject_002931_atlas_in_t1,3
subject_002931_t1_in_atlas,3
subject_002932_atlas_in_t1,3
subject_002932_t1_in_atlas,3
subject_002933_atlas_in_t1,3
subject_002933_t1_in_atlas,2
subject_002934_atlas_in_t1,3
subject_002934_t1_in_atlas,3
subject_002935_atlas_in_t1,3
subject_002935_t1_in_atlas,3
subject_002936_atlas_in_t1,2
subject_002936_t1_in_atlas,3
subject_002937_atlas_in_t1,3
subject_002937_t1_in_atlas,3
subject_002938_atlas_in_t1,2
subject_002938_t1_in_atlas,3
subject_002939_atlas_in_t1,3
subject_002939_t1_in_atlas,2
subject_002940_atlas_in_t1,3
subject_002940_t1_in_atlas,3
subject_002941_atlas_in_t1,3
subject_002941_t1_in_atlas,3
subject_002942_atlas_in_t1,3
subject_002942_t1_in_atlas,3
subject_002943_atlas_in_t1,3
subject_002943_t1_in_atlas,2
subject_002944_atlas_in_t1,3
subject_002944_t1_in_atlas,2
subject_002945_atlas_in_t1,3
subject_002945_t1_in_atlas,3
subject_002946_atlas_in_t1,3
subject_002946_t1_in_atlas,3
subject_002947_atlas_in_t1,3
subject_002947_t1_in_atlas,3
subject_002948_atlas_in_t1,3
subject_002948_t1_in_atlas,3
subject_002949_atlas_in_t1,3
subject_002949_t1_in_atlas,3
subject_002950_atlas_in_t1,3
subject_002950_t1_in_atlas,3
subject_002951_atlas_in_t1,2
subject_002951_t1_in_atlas,3
subject_002952_atlas_in_t1,3
subject_002952_t1_in_atlas,2
subject_002953_atlas_in_t1,3
subject_002953_t1_in_atlas,3
subject_002954_atlas_in_t1,3
subject_002954_t1_in_atlas,3
subject_002955_atlas_in_t1,3
subject_002955_t1_in_atlas,3
subject_002956_atlas_in_t1,3
subject_002956_t1_in_atlas,3
subject_002957_atlas_in_t1,3
subject_002957_t1_in_atlas,3
subject_002958_atlas_in_t1,3
subject_002958_t1_in_atlas,2
subject_002959_atlas_in_t1,3
subject_002959_t1_in_atlas,3
subject_002960_atlas_in_t1,2
subject_002960_t1_in_atlas,2
subject_002961_atlas_in_t1,3
subject_002961_t1_in_atlas,3
subject_002962_atlas_in_t1,3
subject_002962_t1_in_atlas,3
subject_002963_atlas_in_t1,3
subject_002963_t1_in_atlas,3
subject_002964_atlas_in_t1,3
subject_002964_t1_in_atlas,3
subject_002965_atlas_in_t1,3
subject_002965_t1_in_atlas,3
subject_002966_atlas_in_t1,3
subject_002966_t1_in_atlas,2
subject_002968_atlas_in_t1,2
subject_002968_t1_in_atlas,3
subject_002969_atlas_in_t1,3
subject_002969_t1_in_atlas,3
subject_002970_atlas_in_t1,3
subject_002970_t1_in_atlas,3
subject_002971_atlas_in_t1,3
subject_002971_t1_in_atlas,3
subject_002972_atlas_in_t1,3
subject_002972_t1_in_atlas,2
subject_002973_atlas_in_t1,3
subject_002973_t1_in_atlas,2
subject_002974_atlas_in_t1,3
subject_002974_t1_in_atlas,3
subject_002975_atlas_in_t1,3
subject_002975_t1_in_atlas,3
subject_002976_atlas_in_t1,3
subject_002976_t1_in_atlas,3
subject_002977_atlas_in_t1,4
subject_002977_t1_in_atlas,3
subject_002978_atlas_in_t1,3
subject_002978_t1_in_atlas,3
subject_002979_atlas_in_t1,3
subject_002979_t1_in_atlas,2
subject_002980_atlas_in_t1,3
subject_002980_t1_in_atlas,3
subject_002981_atlas_in_t1,2
subject_002981_t1_in_atlas,3
subject_002982_atlas_in_t1,3
subject_002982_t1_in_atlas,3
subject_002983_atlas_in_t1,2
subject_002983_t1_in_atlas,3
subject_002984_atlas_in_t1,3
subject_002984_t1_in_atlas,3
subject_002985_atlas_in_t1,3
subject_002985_t1_in_atlas,2
subject_002986_atlas_in_t1,3
subject_002986_t1_in_atlas,3
subject_002987_atlas_in_t1,2
subject_002987_t1_in_atlas,3
subject_002988_atlas_in_t1,3
subject_002988_t1_in_atlas,3
subject_002989_atlas_in_t1,3
subject_002989_t1_in_atlas,3
subject_002990_atlas_in_t1,3
subject_002990_t1_in_atlas,3
subject_002991_atlas_in_t1,3
subject_002991_t1_in_atlas,3
subject_002992_atlas_in_t1,3
subject_002992_t1_in_atlas,3
subject_002993_atlas_in_t1,2
subject_002993_t1_in_atlas,3
subject_002994_atlas_in_t1,3
subject_002994_t1_in_atlas,3
subject_002995_atlas_in_t1,3
subject_002995_t1_in_atlas,2
subject_002996_atlas_in_t1,3
subject_002996_t1_in_atlas,3
subject_002997_atlas_in_t1,3
subject_002997_t1_in_atlas,3
subject_002998_atlas_in_t1,3
subject_002998_t1_in_atlas,3
subject_002999_atlas_in_t1,3
subject_002999_t1_in_atlas,3
subject_003000_atlas_in_t1,3
subject_003000_t1_in_atlas,2
subject_003001_atlas_in_t1,3
subject_003001_t1_in_atlas,3
subject_003002_atlas_in_t1,3
subject_003002_t1_in_atlas,2
subject_003003_atlas_in_t1,3
subject_003003_t1_in_atlas,3
subject_003004_atlas_in_t1,3
subject_003004_t1_in_atlas,3
subject_003005_atlas_in_t1,2
subject_003005_t1_in_atlas,3
subject_003006_atlas_in_t1,3
subject_003006_t1_in_atlas,3
subject_003007_atlas_in_t1,3
subject_003007_t1_in_atlas,3
subject_003008_atlas_in_t1,3
subject_003008_t1_in_atlas,3
subject_003009_atlas_in_t1,3
subject_003009_t1_in_atlas,2
subject_003010_atlas_in_t1,3
subject_003010_t1_in_atlas,3
subject_003011_atlas_in_t1,3
subject_003011_t1_in_atlas,2
subject_003012_atlas_in_t1,3
subject_003012_t1_in_atlas,3
subject_003013_atlas_in_t1,3
subject_003013_t1_in_atlas,3
subject_003014_atlas_in_t1,3
subject_003014_t1_in_atlas,2
subject_003015_atlas_in_t1,3
subject_003015_t1_in_atlas,3
subject_003016_atlas_in_t1,3
subject_003016_t1_in_atlas,3
subject_003017_atlas_in_t1,3
subject_003017_t1_in_atlas,3
subject_003018_atlas_in_t1,3
subject_003018_t1_in_atlas,2
subject_003019_atlas_in_t1,3
subject_003019_t1_in_atlas,3
subject_003020_atlas_in_t1,3
subject_003020_t1_in_atlas,3
subject_003021_atlas_in_t1,3
subject_003021_t1_in_atlas,2
subject_003022_atlas_in_t1,3
subject_003022_t1_in_atlas,3
subject_003023_atlas_in_t1,3
subject_003023_t1_in_atlas,3
subject_003024_atlas_in_t1,3
subject_003024_t1_in_atlas,2
subject_003025_atlas_in_t1,2
subject_003025_t1_in_atlas,3
subject_003026_atlas_in_t1,3
subject_003026_t1_in_atlas,2
subject_003027_atlas_in_t1,3
subject_003027_t1_in_atlas,3
subject_003028_atlas_in_t1,3
subject_003028_t1_in_atlas,3
subject_003029_atlas_in_t1,2
subject_003029_t1_in_atlas,3
subject_003030_atlas_in_t1,3
subject_003030_t1_in_atlas,3
subject_003031_atlas_in_t1,3
subject_003031_t1_in_atlas,3
subject_003032_atlas_in_t1,3
subject_003032_t1_in_atlas,3
subject_003033_atlas_in_t1,3
subject_003033_t1_in_atlas,3
subject_003034_atlas_in_t1,2
subject_003034_t1_in_atlas,3
subject_003035_atlas_in_t1,3
subject_003035_t1_in_atlas,3
subject_003036_atlas_in_t1,3
subject_003036_t1_in_atlas,2
subject_003037_atlas_in_t1,3
subject_003037_t1_in_atlas,3
subject_003038_atlas_in_t1,3
subject_003038_t1_in_atlas,3
subject_003039_atlas_in_t1,3
subject_003039_t1_in_atlas,2
subject_003040_atlas_in_t1,3
subject_003040_t1_in_atlas,3
subject_003041_atlas_in_t1,3
subject_003041_t1_in_atlas,2
subject_003042_atlas_in_t1,3
subject_003042_t1_in_atlas,3
subject_003043_atlas_in_t1,3
subject_003043_t1_in_atlas,3
subject_003044_atlas_in_t1,3
subject_003044_t1_in_atlas,3
subject_003045_atlas_in_t1,3
subject_003045_t1_in_atlas,3
subject_003046_atlas_in_t1,3
subject_003046_t1_in_atlas,3
subject_003047_atlas_in_t1,3
subject_003047_t1_in_atlas,3
subject_003048_atlas_in_t1,2
subject_003048_t1_in_atlas,3
subject_003049_atlas_in_t1,2
subject_003049_t1_in_atlas,3
subject_003050_atlas_in_t1,3
subject_003050_t1_in_atlas,3
subject_003051_atlas_in_t1,2
subject_003051_t1_in_atlas,3
subject_003052_atlas_in_t1,3
subject_003052_t1_in_atlas,3
subject_003053_atlas_in_t1,3
subject_003053_t1_in_atlas,3
subject_003054_atlas_in_t1,3
subject_003054_t1_in_atlas,3
subject_003055_atlas_in_t1,2
subject_003055_t1_in_atlas,3
subject_003056_atlas_in_t1,3
subject_003056_t1_in_atlas,2
subject_003057_atlas_in_t1,3
subject_003057_t1_in_atlas,3
subject_003058_atlas_in_t1,3
subject_003058_t1_in_atlas,3
subject_003059_atlas_in_t1,3
subject_003059_t1_in_atlas,2
subject_003060_atlas_in_t1,2
subject_003060_t1_in_atlas,3
subject_003061_atlas_in_t1,2
subject_003061_t1_in_atlas,3
subject_003062_atlas_in_t1,3
subject_003062_t1_in_atlas,3
subject_003063_atlas_in_t1,3
subject_003063_t1_in_atlas,3
subject_003064_atlas_in_t1,3
subject_003064_t1_in_atlas,3
subject_003065_atlas_in_t1,3
subject_003065_t1_in_atlas,3
subject_003066_atlas_in_t1,3
subject_003066_t1_in_atlas,2
subject_003067_atlas_in_t1,3
subject_003067_t1_in_atlas,3
subject_003068_atlas_in_t1,2
subject_003068_t1_in_atlas,2
subject_003069_atlas_in_t1,3
subject_003069_t1_in_atlas,3
subject_003070_atlas_in_t1,3
subject_003070_t1_in_atlas,3
subject_003071_atlas_in_t1,3
subject_003071_t1_in_atlas,3
subject_003072_atlas_in_t1,3
subject_003072_t1_in_atlas,3
subject_003074_atlas_in_t1,3
subject_003074_t1_in_atlas,2
subject_003075_atlas_in_t1,2
subject_003075_t1_in_atlas,3
subject_003076_atlas_in_t1,3
subject_003076_t1_in_atlas,2
subject_003077_atlas_in_t1,3
subject_003077_t1_in_atlas,2
subject_003078_atlas_in_t1,3
subject_003078_t1_in_atlas,3
subject_003079_atlas_in_t1,3
subject_003079_t1_in_atlas,3
subject_003080_atlas_in_t1,3
subject_003080_t1_in_atlas,3
subject_003081_atlas_in_t1,3
subject_003081_t1_in_atlas,2
subject_003082_atlas_in_t1,3
subject_003082_t1_in_atlas,3
subject_003083_atlas_in_t1,3
subject_003083_t1_in_atlas,2
subject_003084_atlas_in_t1,3
subject_003084_t1_in_atlas,2
subject_003085_atlas_in_t1,2
subject_003085_t1_in_atlas,3
subject_003086_atlas_in_t1,3
subject_003086_t1_in_atlas,3
subject_003087_atlas_in_t1,3
subject_003087_t1_in_atlas,3
subject_003088_atlas_in_t1,3
subject_003088_t1_in_atlas,3
subject_003089_atlas_in_t1,3
subject_003089_t1_in_atlas,3
subject_003090_atlas_in_t1,3
subject_003090_t1_in_atlas,2
subject_003091_atlas_in_t1,2
subject_003091_t1_in_atlas,3
subject_003092_atlas_in_t1,3
subject_003092_t1_in_atlas,3
subject_003093_atlas_in_t1,2
subject_003093_t1_in_atlas,3
subject_003094_atlas_in_t1,3
subject_003094_t1_in_atlas,3
subject_003095_atlas_in_t1,3
subject_003095_t1_in_atlas,3
subject_003096_atlas_in_t1,2
subject_003096_t1_in_atlas,3
subject_003097_atlas_in_t1,3
subject_003097_t1_in_atlas,3
subject_003098_atlas_in_t1,2
subject_003098_t1_in_atlas,3
subject_003099_atlas_in_t1,3
subject_003099_t1_in_atlas,2
subject_003100_atlas_in_t1,3
subject_003100_t1_in_atlas,2
subject_003101_atlas_in_t1,3
subject_003101_t1_in_atlas,2
subject_003102_atlas_in_t1,3
subject_003102_t1_in_atlas,3
subject_003103_atlas_in_t1,3
subject_003103_t1_in_atlas,3
subject_003104_atlas_in_t1,3
subject_003104_t1_in_atlas,3
subject_003105_atlas_in_t1,3
subject_003105_t1_in_atlas,3
subject_003106_atlas_in_t1,3
subject_003106_t1_in_atlas,3
subject_003107_atlas_in_t1,3
subject_003107_t1_in_atlas,3
subject_003109_atlas_in_t1,3
subject_003109_t1_in_atlas,3
subject_003110_atlas_in_t1,3
subject_003110_t1_in_atlas,3
subject_003111_atlas_in_t1,2
subject_003111_t1_in_atlas,3
subject_003112_atlas_in_t1,3
subject_003112_t1_in_atlas,3
subject_003113_atlas_in_t1,3
subject_003113_t1_in_atlas,2
subject_003114_atlas_in_t1,3
subject_003114_t1_in_atlas,3
subject_003115_atlas_in_t1,3
subject_003115_t1_in_atlas,2
subject_003116_atlas_in_t1,3
subject_003116_t1_in_atlas,3
subject_003117_atlas_in_t1,2
subject_003117_t1_in_atlas,3
subject_003118_atlas_in_t1,3
subject_003118_t1_in_atlas,2
subject_003119_atlas_in_t1,2
subject_003119_t1_in_atlas,3
subject_003120_atlas_in_t1,2
subject_003120_t1_in_atlas,2
subject_003121_atlas_in_t1,3
subject_003121_t1_in_atlas,3
subject_003122_atlas_in_t1,3
subject_003122_t1_in_atlas,2
subject_003123_atlas_in_t1,3
